"","Time","TMPM","Rain","LF","VP","Sat_def","Rad_Int","GlobRad","Wind","TMPMN","TMPMX"
"312",34646,8.4,0,90.7,10,1.1,19.6,1.69,0.7,7.6,10.2
"313",34647,6.6,0.1,90.7,8.8,0.9,34.3,2.96,1.9,3.9,9.9
"314",34648,7.1,0,87.5,8.8,1.3,18.4,1.59,3.3,5.3,8.2
"315",34649,5.1,0,69.8,6.1,2.6,16.4,1.42,3.9,4.4,7.2
"316",34650,0.8,0,74.1,4.8,1.7,20.3,1.76,4.8,0,4.5
"317",34651,3,1.8,83.6,6.3,1.2,21.6,1.86,3.5,-0.4,4.3
"318",34652,12.3,9.2,90,12.8,1.4,15.5,1.34,5.6,4.2,13.2
"319",34653,10.9,4.7,77.8,10.1,2.9,48,4.14,6.7,9.4,13.7
"320",34654,7.8,4.6,85.6,9,1.5,33.3,2.88,5.7,6.7,10.2
"321",34655,6.5,11.6,89,8.6,1.1,17,1.46,4.2,5.1,8.4
"322",34656,3.4,0.2,92.3,7.2,0.6,26.5,2.29,1.9,0.8,7.2
"323",34657,5.5,6.9,94.4,8.5,0.5,14.2,1.23,2.2,-1.1,8.2
"324",34658,13.2,3.9,88.7,13.4,1.7,14,1.21,5.2,8.2,14.7
"325",34659,8,0.1,89,9.6,1.2,28.2,2.44,3.1,6.1,12.8
"326",34660,4.6,0,92.5,7.8,0.6,27.3,2.36,1.6,2.2,8.1
"327",34661,6.2,0.5,93.3,8.8,0.6,34.9,3.01,2,-0.6,9.1
"328",34662,8.7,1.2,89.7,10.1,1.2,23.2,2,4.6,6.8,11.2
"329",34663,7.8,1.5,84.6,8.9,1.6,20.8,1.79,3.9,6.7,9.4
"330",34664,8.9,2.1,96,10.9,0.4,12.7,1.09,2.6,6.8,10
"331",34665,7.6,0.2,94,9.8,0.6,16.1,1.39,2.4,6.7,9.6
"332",34666,7.7,0,89.7,9.4,1.1,35.4,3.06,2.7,6,10.3
"333",34667,7.3,0,95,9.7,0.5,14.8,1.28,2.9,5.2,8.1
"334",34668,6.7,0,87.3,8.5,1.2,17.3,1.5,1.3,5.8,7.9
"335",34669,2.9,0,85.7,6.4,1.1,39.1,3.38,2.9,0.3,6.6
"336",34670,-0.5,0,86.4,5.1,0.8,35.8,3.09,2.2,-1.8,2.5
"337",34671,5.9,0.6,83.7,7.8,1.6,38.4,3.31,1.8,-2.5,8.9
"338",34672,8.9,5.4,87.1,9.9,1.5,26.3,2.28,3.3,5.4,10.2
"339",34673,7.4,1.2,79.8,8.2,2.1,25.4,2.2,4.1,5.1,11.1
"340",34674,6.4,0,75.8,7.3,2.3,35,3.02,5.4,4.3,8.9
"341",34675,5.5,0.4,75.1,6.7,2.3,34,2.94,3.4,1.5,7.5
"342",34676,7.4,13.2,81,8.3,2,17.8,1.53,5.2,4.4,9.5
"343",34677,5,0.3,85.6,7.5,1.3,38.8,3.36,4,2.2,9.3
"344",34678,4.4,4.7,92.8,7.7,0.6,10.7,0.93,3,-1.1,6.6
"345",34679,12.2,1.7,88.9,12.6,1.6,12.2,1.06,7.3,6.4,12.7
"346",34680,11.9,7.4,85.2,11.8,2.1,13.3,1.15,7.9,11.3,12.9
"347",34681,7.4,1.3,83.4,8.6,1.7,21.5,1.86,5,5.8,11.7
"348",34682,1.4,0,87.3,5.9,0.9,25.5,2.2,2.8,-0.8,5.8
"349",34683,-1.7,0,93.8,5.1,0.3,28.3,2.45,1.3,-4,0.9
"350",34684,1.3,1.2,91.5,6.1,0.6,10.4,0.89,3.3,-2.7,3.1
"351",34685,2.2,0.6,89.8,6.4,0.7,22.8,1.97,2.7,0.4,3.6
"352",34686,1.3,0.2,85,5.7,1,31,2.67,3.1,-0.1,3
"353",34687,4,0,82.4,6.7,1.4,28.6,2.47,2.9,1.1,7
"354",34688,2,0.4,90,6.4,0.7,10.3,0.89,2.1,0.4,4.3
"355",34689,2.7,0,91.8,6.8,0.6,10.3,0.89,1.8,0.1,3.6
"356",34690,2.1,0,90.1,6.4,0.7,16.4,1.41,1.8,0.5,3.9
"357",34691,-0.8,0,89.4,5.1,0.6,23.6,2.04,1.2,-2.9,2.7
"358",34692,-2.5,0,86.1,4.4,0.7,10.3,0.89,1.8,-4.8,-1.7
"359",34693,-2.1,0.5,87.2,4.6,0.7,10.3,0.89,2.9,-3.4,-1.4
"360",34694,1.2,4.7,89.1,5.9,0.7,10.4,0.9,4.4,-1.7,2
"361",34695,5.6,16.2,93.3,8.5,0.6,10.4,0.9,5.3,1.5,9.5
"362",34696,9.2,4.5,95.5,11.1,0.5,10.5,0.9,3.4,3.7,12.7
"363",34697,11.5,6.6,80.4,10.8,2.7,10.5,0.91,6.4,10.5,13.3
"364",34698,6.6,1.2,77.5,7.5,2.2,26,2.25,6.7,5.5,11.3
"365",34699,4.3,5.2,79.3,6.6,1.7,25.9,2.24,7,2.4,7
"366",34700,0.7,4.2,82.8,5.3,1.1,32.1,2.77,5.7,-0.4,3.1
"367",34701,-0.3,2.4,89.4,5.3,0.6,27.4,2.37,4.8,-1.2,1.2
"368",34702,-4.3,0,86.9,3.9,0.6,43.7,3.77,1.9,-7.9,0
"369",34703,-8.7,0,94.5,3,0.2,25.5,2.2,0.6,-10.9,-5.7
"370",34704,-7.8,0,88.7,3,0.4,34.7,2.99,2.5,-11,-6
"371",34705,-7.7,0,88.4,3,0.4,31.5,2.72,2.3,-10.3,-5.5
"372",34706,-7.2,0,88.8,3.2,0.4,15.9,1.37,1.5,-9,-6.6
"373",34707,-4.7,3.5,81.2,3.5,0.8,22.9,1.98,3.1,-9.2,-3
"374",34708,1,15.6,96.3,6.3,0.2,12.6,1.09,4,-3.6,2.1
"375",34709,2.1,1.4,84,6,1.1,31,2.68,7.4,0.3,4.4
"376",34710,1.8,0.2,83.9,5.8,1.1,39.7,3.43,5.2,0.2,3.4
"377",34711,0.2,0.2,84.1,5.2,1,27.7,2.39,4.2,-0.4,2
"378",34712,-1.4,0,81.1,4.5,1,49.4,4.27,2.2,-3.3,1.1
"379",34713,1.6,0.8,92.6,6.3,0.5,13.5,1.17,2.9,-2.6,2.2
"380",34714,4,0.7,95.2,7.8,0.4,13.7,1.19,2.9,1.8,4.9
"381",34715,3.4,0,82,6.4,1.4,52.7,4.55,2.8,1.4,6.4
"382",34716,1.7,0,74.1,5.1,1.8,53.6,4.63,2.9,-1.8,6.3
"383",34717,1.1,3.1,77.2,5.1,1.5,20.4,1.76,3.2,-1.1,2.9
"384",34718,2.4,0.4,87.9,6.4,0.9,34.7,3,2.4,0.4,5.3
"385",34719,4.5,0.1,72,6,2.4,16.2,1.4,4,1.5,6
"386",34720,3.9,6.6,79.3,6.4,1.7,35.6,3.08,3.4,1.6,6.6
"387",34721,6.6,7.2,83.2,8.1,1.7,22.4,1.94,5.5,3,8.5
"388",34722,5.1,15.2,78.2,6.8,1.9,43.6,3.77,8,2.9,11.8
"389",34723,4.5,3.8,86.1,7.2,1.2,34.2,2.95,7.2,2.5,6.3
"390",34724,3.4,9.2,92.6,7.2,0.6,16.3,1.41,2.4,2.2,4.9
"391",34725,5.8,9.7,84.8,7.8,1.4,17.9,1.55,6,1,11.7
"392",34726,1.6,7,89.6,6.1,0.7,26.3,2.27,5.6,0.6,3.9
"393",34727,5.9,3.9,89.8,8.3,1,21.4,1.85,5.5,0.2,8.4
"394",34728,6.9,4.1,89.5,8.9,1,26.6,2.3,4.1,5.3,8.2
"395",34729,1.8,0.1,79.4,5.5,1.4,52.2,4.51,3.6,0,7.3
"396",34730,2,0,77.6,5.5,1.6,18.2,1.57,2.8,-2.1,3.5
"397",34731,8.7,9.6,81.8,9.1,2.1,25.1,2.17,6.1,3.4,11
"398",34732,3,0,81.6,6.2,1.4,52.5,4.54,3.1,0.3,8.7
"399",34733,3,0,76.4,5.8,1.8,23.2,2,2.5,-1.4,4.6
"400",34734,6.3,2.6,86.3,8.2,1.3,20.6,1.78,5.1,3.6,7.7
"401",34735,6.1,0.2,82.1,7.7,1.7,52.5,4.54,4.1,3.5,8.3
"402",34736,8.9,0.7,89.1,10.2,1.2,21.4,1.84,5.9,6.3,10
"403",34737,5.4,16.9,89.6,8,0.9,21.8,1.88,6.9,3.4,9.4
"404",34738,0.4,4.6,95.1,6,0.3,22.2,1.92,2.1,-0.4,3.5
"405",34739,-0.7,0,84.5,4.9,0.9,75.7,6.54,2.5,-2.9,2.7
"406",34740,0.3,4,82.3,5.1,1.1,54.3,4.69,1.8,-3.5,3.4
"407",34741,6.7,3.6,86.5,8.5,1.4,33.3,2.87,2.8,-0.2,9.1
"408",34742,8,0,71.4,7.6,3.1,75,6.48,6.1,6.3,10.3
"409",34743,8.7,0.9,73.1,8.2,3,75.3,6.5,2.9,2.7,12.1
"410",34744,7.2,2.8,81.9,8.3,1.9,49,4.24,4.1,5.5,9.8
"411",34745,8,5.3,85.6,9.1,1.5,57.4,4.96,5.1,4.5,11.2
"412",34746,6.7,6,74.6,7.3,2.5,64.6,5.58,5.6,5.1,9.8
"413",34747,5.9,2.1,74.7,6.9,2.4,74.1,6.4,7.3,4.4,8.3
"414",34748,4.2,1.1,87.5,7.2,1,62.6,5.41,4.1,2.6,6.9
"415",34749,5.9,14.1,87.7,8.1,1.1,36.6,3.16,4.4,2.3,7.1
"416",34750,6.6,0.3,65.9,6.4,3.4,97.3,8.41,5.3,3.2,9.8
"417",34751,7.3,2.1,82.4,8.4,1.8,76.2,6.58,4.5,3.8,12.9
"418",34752,5.4,0,63.5,5.7,3.3,114.3,9.87,5.7,2.9,9.6
"419",34753,4,0.5,71.1,5.7,2.4,64.3,5.56,5.2,2.1,6.6
"420",34754,3,3.9,92.1,7,0.6,34.8,3.01,2.1,1.8,5.1
"421",34755,2.3,0,89.7,6.5,0.8,33.8,2.92,1.8,-0.2,4.5
"422",34756,1.1,0.2,92.2,6.1,0.5,41.1,3.55,1.3,-0.3,2.9
"423",34757,3.7,1.8,74.8,6,2,94,8.12,3.9,-0.2,6.6
"424",34758,8.8,2.6,88.5,10,1.3,32,2.76,7.4,2.9,9.9
"425",34759,8.9,0.3,69.2,7.8,3.5,45.9,3.96,6.3,7.6,11.7
"426",34760,3,1.9,75.6,5.7,1.9,89.1,7.7,4.5,1.2,8
"427",34761,4.6,0,65.5,5.5,2.9,110.5,9.54,5,-0.4,9.5
"428",34762,1.7,0.4,78.3,5.4,1.5,87.7,7.58,3.5,-0.4,6.5
"429",34763,2.4,3.3,72.7,5.3,2,63.5,5.49,4.1,-1.8,6.3
"430",34764,3.6,0.9,82.6,6.5,1.4,78.6,6.79,4.6,1.7,6.6
"431",34765,2.3,0,73.6,5.3,1.9,104.1,8.99,3.2,-0.1,6.6
"432",34766,3.1,0,64.6,4.9,2.7,96.5,8.33,3.9,0,7.4
"433",34767,2.8,0,80.1,6,1.5,104.2,9,2.2,-0.1,7.9
"434",34768,3.9,0,71.1,5.7,2.3,143.9,12.44,2.9,-3.2,9.8
"435",34769,5.3,0,67.8,6,2.9,150.6,13.01,5,0.6,11
"436",34770,3.6,0,75.9,6,1.9,153.8,13.29,3.6,-0.3,10.1
"437",34771,3.6,0,78.8,6.2,1.7,50.1,4.33,4.2,-0.2,6.3
"438",34772,-2.4,0.4,59,3,2.1,124.8,10.78,4.6,-3.3,3.2
"439",34773,0.2,1.4,91.6,5.7,0.5,41.9,3.62,3.2,-3.5,1.9
"440",34774,2.1,3.4,85.8,6.1,1,103,8.9,2.5,-1.8,6
"441",34775,6.5,7,79.1,7.7,2.1,55.2,4.77,6,1.5,9.8
"442",34776,5,3.6,78.8,6.8,1.9,124.4,10.74,7.4,3.1,9.7
"443",34777,4.4,1.5,74.3,6.2,2.1,130,11.23,5.1,2,8
"444",34778,4.1,1.9,83.1,6.8,1.4,111.9,9.66,7,1.4,7.3
"445",34779,4.1,0.2,73.8,6,2.2,125,10.8,5,2.4,8.6
"446",34780,3.9,0,77.4,6.2,1.8,99.9,8.63,3.4,-1.6,6.7
"447",34781,7.1,0,69.7,7,3.1,179.1,15.48,3.5,1.2,12.7
"448",34782,8.5,4,65.4,7.2,3.8,143,12.36,4.1,3.1,13.5
"449",34783,5.5,4.7,71.5,6.5,2.6,131.9,11.4,7.4,3.3,9.4
"450",34784,5.2,13.8,85.5,7.5,1.3,124.1,10.72,4.5,0.9,7.9
"451",34785,0.9,3.3,74.3,4.8,1.7,126.7,10.95,5.3,0.2,6.5
"452",34786,0.5,8.6,86.6,5.5,0.9,100.4,8.68,5.2,-0.9,2.8
"453",34787,0.6,0.3,74.6,4.7,1.6,149.6,12.93,3.3,-1.2,4.3
"454",34788,2,0,71.4,5,2,192.5,16.63,1.9,-3.6,8
"455",34789,4.2,2.4,89.2,7.4,0.9,48.4,4.18,3.2,-1.1,5.8
"456",34790,7.8,1,91.5,9.7,0.9,47.4,4.1,3.9,5.8,9.4
"457",34791,13.2,0,62.8,9.5,5.7,168.9,14.6,6.9,7.7,18.9
"458",34792,9.6,1.4,81.1,9.7,2.3,58.4,5.04,5.1,8.5,12.8
"459",34793,6,0.8,68.8,6.4,2.9,160.1,13.83,5.2,3.3,10
"460",34794,6.8,0,64.5,6.3,3.5,199.1,17.2,1.9,-1.7,12.4
"461",34795,9.4,0.2,77.8,9.1,2.6,73.2,6.33,4.6,7.4,12.1
"462",34796,7.3,1.6,81.6,8.3,1.9,65.8,5.68,6.3,5.3,11.6
"463",34797,4.8,1.3,63.1,5.4,3.2,202.5,17.49,6.8,2.8,9.3
"464",34798,4,3.5,77.1,6.2,1.9,141.4,12.21,4.3,-0.2,6.8
"465",34799,6.6,4.3,94.7,9.2,0.5,57.7,4.99,2.6,3.3,7.8
"466",34800,7.5,0.6,83.8,8.7,1.7,71.8,6.2,2.3,5.7,10.8
"467",34801,7.5,1.3,87.9,9.1,1.3,94.8,8.19,2.7,3.6,11.1
"468",34802,6,0,67.1,6.3,3.1,189.3,16.36,3.2,2.9,10.8
"469",34803,6.4,0,65.8,6.3,3.3,242.1,20.92,1.1,-0.6,13.9
"470",34804,7.6,2.9,79.6,8.3,2.1,109.5,9.46,1.8,1.5,12.1
"471",34805,4.7,3.3,78.5,6.7,1.9,127.7,11.03,4.1,2.9,8.7
"472",34806,5.1,6.2,91.6,8.1,0.7,61.8,5.34,2.9,2,6.6
"473",34807,5.6,8.7,86.3,7.8,1.3,99.6,8.61,4.6,3.3,11.7
"474",34808,6,12.3,77.8,7.3,2.1,182.6,15.77,1.7,-0.3,9.8
"475",34809,5.4,0,70.8,6.3,2.6,192.1,16.6,2.9,1.1,10.8
"476",34810,8.7,0,69.6,7.8,3.4,233.3,20.16,3.6,-0.1,13.7
"477",34811,14.9,0,69.5,11.7,5.2,231,19.96,3.5,5.9,23
"478",34812,18.3,0,62.8,13.1,7.8,251.3,21.71,2.8,10.1,23.6
"479",34813,18.2,0,54.5,11.3,9.5,259.3,22.4,5.4,14,23.7
"480",34814,15.8,0.2,59.8,10.7,7.2,228.1,19.71,4.6,11.9,21.8
"481",34815,11.9,0,74.4,10.3,3.6,205.1,17.72,3.5,8.3,18.4
"482",34816,8.6,0,81.2,9,2.1,123.4,10.67,2.9,6.3,13.6
"483",34817,5.5,0,72.6,6.5,2.5,88,7.6,3,4,8.5
"484",34818,9,0,67.2,7.7,3.8,251.8,21.76,1.8,-1.3,14.7
"485",34819,12,0,65.6,9.1,4.8,120.2,10.39,1.8,4.1,16.7
"486",34820,12.6,0,60.1,8.7,5.8,255.3,22.06,1.8,6.6,18.9
"487",34821,12.8,0,54.1,8,6.8,282.7,24.43,2,4.8,19
"488",34822,14.4,0,50.1,8.1,8.2,282.8,24.43,1.5,3.4,21.2
"489",34823,15.6,0,60.5,10.6,7,271.8,23.48,1.4,5.6,22.6
"490",34824,16.3,0,65.4,12,6.4,259.6,22.43,1.1,6.9,24.5
"491",34825,13.8,0,62,9.8,6,273.9,23.67,2.8,8.5,20.8
"492",34826,13.5,0,61.6,9.5,5.9,254.1,21.95,2.1,4.5,18.6
"493",34827,12.9,1.5,69.7,10.3,4.5,199.2,17.21,4.1,10.8,18.3
"494",34828,9,2.9,83,9.5,1.9,128.4,11.09,4.1,7.2,11.9
"495",34829,8.3,1.6,82.2,9,2,113.8,9.83,1.6,5.9,12.1
"496",34830,8.8,0,73.3,8.3,3,190.8,16.48,2,5.3,13.2
"497",34831,10.2,0,67,8.3,4.1,152.5,13.17,3.7,3.8,14.4
"498",34832,8.2,0,75.6,8.2,2.7,109.5,9.46,5.4,7.1,11.3
"499",34833,7.6,0,63.3,6.6,3.8,224.6,19.4,5.1,5.1,11.7
"500",34834,9.1,0,65.7,7.5,4,237.4,20.51,3,1.6,14
"501",34835,10.2,0.1,61.8,7.7,4.8,257.3,22.23,1.5,3.7,15.4
"502",34836,10.8,8.4,87.6,11.3,1.6,136.2,11.77,3.3,6.9,15.7
"503",34837,7.9,1.6,88.5,9.4,1.2,66.5,5.74,3.9,6.7,10.6
"504",34838,9.2,0,65.3,7.6,4.1,273.6,23.64,1.9,3.6,14.9
"505",34839,11.3,0,66.6,8.9,4.5,288,24.88,2,2.4,17.1
"506",34840,8.7,0,60.3,6.8,4.5,254.8,22.02,2.5,6.6,13.2
"507",34841,11.4,0,55.9,7.5,5.9,309.8,26.77,1.1,0.4,17.5
"508",34842,15.4,0,56.8,9.9,7.6,235.2,20.32,1.5,5.3,21.9
"509",34843,19.3,0,54.7,12.1,10.1,264.2,22.83,2.3,9.8,26
"510",34844,19.3,0,53.3,11.9,10.4,197.2,17.04,2,11.3,25.8
"511",34845,15.5,2.6,80.9,14.2,3.3,138.6,11.98,2.2,11.9,19.3
"512",34846,13.1,0,93,14,1.1,93.7,8.09,2.5,12.2,16.7
"513",34847,19.6,0,66.9,15.1,7.5,308.9,26.69,2.3,9.5,26.1
"514",34848,18.4,1.9,77.5,16.3,4.8,194.3,16.79,2.4,15.7,23.7
"515",34849,14.8,2.8,76.7,12.8,4,113.9,9.84,2.2,12.9,17.9
"516",34850,12.7,7.3,90.8,13.3,1.4,70,6.05,2.3,11.7,14.5
"517",34851,11.4,4,93.6,12.6,0.9,73.6,6.36,2.5,10.9,12.8
"518",34852,11.5,0.1,87.2,11.7,1.7,98.8,8.54,1.8,9.8,13.6
"519",34853,14,0,73.8,11.7,4.2,238,20.56,1.3,7.9,19.6
"520",34854,14.2,0.8,81.6,13.2,3,199.8,17.26,1.8,9.4,19.7
"521",34855,15.6,9.4,75.9,13.4,4.3,270.3,23.36,1.4,8.4,20.8
"522",34856,13.8,0,80.6,12.7,3.1,244.9,21.16,2.2,11.2,19.1
"523",34857,13.1,7.8,83.5,12.5,2.5,118.1,10.2,2.5,8.1,17.4
"524",34858,11.6,0,69.4,9.5,4.2,287.2,24.82,4.3,7.3,16.4
"525",34859,11.9,0.2,73.1,10.2,3.8,240.2,20.76,3.5,7.3,15.9
"526",34860,11.9,0,71.6,9.9,3.9,196.5,16.98,3.1,8.5,16.1
"527",34861,12.7,0,74.4,10.9,3.8,215.9,18.66,1.9,5.6,17.3
"528",34862,13.6,0,76.8,11.9,3.6,188.8,16.32,0.9,6,17.6
"529",34863,13.7,0.3,80.5,12.5,3.1,101.9,8.8,1.8,10.7,17.3
"530",34864,12.3,0.9,83.1,11.9,2.4,136.6,11.8,3.8,10.7,15.3
"531",34865,12.5,0.2,75.2,10.9,3.6,159.6,13.79,3,9,16.5
"532",34866,11.8,3.4,84.8,11.7,2.1,120.4,10.41,2.4,10.3,14.9
"533",34867,12.9,5.4,86.9,12.9,2,133.9,11.57,3.3,9.4,17
"534",34868,14.3,0.1,77.4,12.6,3.7,190.2,16.44,3.5,11.9,19.5
"535",34869,16.4,0,69.5,12.9,5.7,269.9,23.32,2.3,7.8,22.1
"536",34870,21.2,0,67.9,16.9,8.1,268.8,23.22,1.1,10.5,26.1
"537",34871,17.5,11.1,72.8,14.5,5.4,197.5,17.06,3.4,13.1,24.5
"538",34872,11.5,5.5,81.2,11,2.5,178.3,15.41,4.2,8.5,14.8
"539",34873,13.1,0.7,86,12.9,2.1,121.2,10.47,2.5,10.1,16.3
"540",34874,15.4,0,79.8,13.9,3.5,204.7,17.69,2,7.4,19.6
"541",34875,19.8,0,64.6,14.8,8.2,323.2,27.93,3,14.2,26.3
"542",34876,20.8,0,59.9,14.6,9.9,337.4,29.15,2.4,11.5,26.6
"543",34877,21.7,0,59.6,15.3,10.5,338.1,29.22,2.8,13.2,28.3
"544",34878,20.7,0,54.9,13.3,11,331.7,28.66,1.5,11.9,26.9
"545",34879,19.1,0,62.5,13.8,8.3,334.7,28.92,3.3,12.9,26.5
"546",34880,19.2,0,63.9,14.1,8,315,27.22,1.9,11.1,26.5
"547",34881,15.9,0,65.2,11.7,6.3,264.1,22.82,2.4,12.7,22
"548",34882,18.5,5.1,68,14.4,6.8,211.4,18.26,2.3,7.9,23.3
"549",34883,17.1,6.4,85.1,16.5,3,186.7,16.13,2.5,15,23.5
"550",34884,15,0,64.5,10.9,6,186.5,16.11,4.5,12.3,18.6
"551",34885,15.3,0,66.5,11.5,5.9,263.5,22.77,2.8,11.5,20.3
"552",34886,19.3,0,68.4,15.2,7.1,220.3,19.03,1.9,12.1,24.6
"553",34887,22.9,0,63.8,17.7,10.1,301.3,26.03,1.3,13.4,29.3
"554",34888,23.7,0,64,18.6,10.5,293.7,25.38,1.5,15.7,30.8
"555",34889,25.3,0,61.3,19.6,12.5,297.7,25.72,2,16.5,32.1
"556",34890,22.8,0,69.2,19,8.7,295,25.49,3.5,18,29.5
"557",34891,22.9,0,71.3,19.8,8,291.2,25.16,3.7,13.4,29.2
"558",34892,24,0.1,69.3,20.6,9.2,278.5,24.06,2.2,17.4,32.1
"559",34893,22.5,0,77.1,20.9,6.3,221.6,19.15,1.6,17.1,27.3
"560",34894,21.8,2.7,75.3,19.6,6.4,227.7,19.67,1.6,15.6,30.5
"561",34895,19.6,8.2,85.4,19.4,3.4,255.3,22.05,1.7,16.9,27.1
"562",34896,17.6,6.2,88.2,17.6,2.4,184.7,15.95,2.2,15.3,22.6
"563",34897,17.6,0.8,80.5,16.1,4,213.5,18.45,2.4,13.4,22.9
"564",34898,17.7,0.6,86.6,17.4,2.7,94.5,8.17,3,15,21.4
"565",34899,21.5,0,73.3,18.7,6.8,227.9,19.69,3.4,16.8,26.1
"566",34900,23.3,0,75.4,21.4,7.1,245.7,21.23,1.1,16.6,29.3
"567",34901,26.6,2.6,63.6,21.9,12.7,296.7,25.63,2.2,18.3,33.2
"568",34902,17.9,0,72.4,14.8,5.6,134.4,11.61,3.3,15.6,25.3
"569",34903,16.2,0,64.2,11.7,6.6,272.4,23.54,1.4,9.6,22.4
"570",34904,18.4,0,62.5,13.1,8,278.1,24.03,1.6,8.7,25.5
"571",34905,18.5,0,57.5,12.2,9.1,302,26.09,1.7,11.5,24.5
"572",34906,21.2,0,52.4,13.1,12,296,25.57,3.2,10.7,27.3
"573",34907,22.3,1.1,63.3,17,9.9,181.9,15.71,2.9,15.9,27.9
"574",34908,20,0.5,84.8,19.7,3.5,118.8,10.26,1.1,17.7,23.8
"575",34909,22.7,0,58.6,16.1,11.4,286.9,24.79,1.8,14.5,30.6
"576",34910,24.2,0,51.2,15.2,14.8,297.4,25.7,2.1,13.5,31.8
"577",34911,24.5,0,50.5,15.4,15.2,295.1,25.5,2.9,15.4,31.5
"578",34912,22.1,0,54.5,14.3,12.1,289,24.97,3.6,14.6,28.5
"579",34913,21.2,0,55.8,13.9,11.1,288.4,24.91,2.6,12.5,28.3
"580",34914,21.8,0,55.1,14.3,11.7,267.8,23.14,2.6,11.8,29.2
"581",34915,19.7,0,66.5,15.2,7.7,247.2,21.36,2.7,15.2,25.5
"582",34916,21.8,0,63.1,16.3,9.6,270.9,23.41,1.1,12.3,29
"583",34917,24.4,0,53.6,16.2,14.2,262.9,22.72,1.6,14.7,31.9
"584",34918,18,0,63.8,13.1,7.4,262.8,22.7,3.6,14.6,24.5
"585",34919,17.8,0,55.3,11.2,9.2,263.9,22.8,2.3,9,25.2
"586",34920,18,0,51.7,10.5,10,279.8,24.17,1.2,7.1,25.6
"587",34921,19.5,0,54.5,12.2,10.4,266.8,23.05,1.3,8.9,28.2
"588",34922,21.8,0,50.2,13,13.1,275.2,23.78,1.7,9.7,30
"589",34923,23.8,0,44.9,13,16.2,267,23.07,2.1,12.1,32.2
"590",34924,22.4,0,63.6,17.1,9.8,174.7,15.09,2.6,15.7,29.8
"591",34925,18.2,0.2,63.2,13.1,7.7,193.5,16.72,2.8,15.8,24
"592",34926,17.4,0.2,76.7,15.2,4.7,87.3,7.55,2.4,11.2,20.5
"593",34927,17.4,0,70.2,13.9,5.9,175,15.12,1.9,14.6,23.6
"594",34928,19.5,0,64.7,14.5,8,249.4,21.54,1.2,9.9,27.9
"595",34929,21.5,0,57.4,14.6,11,244.2,21.1,1.6,11.2,30
"596",34930,23.1,0,59.1,16.6,11.5,236.7,20.45,1.3,13.6,31.6
"597",34931,23.1,4.1,65.2,18.3,9.9,184.6,15.95,1.4,14.8,31.1
"598",34932,22.8,0,63.5,17.5,10.1,203.4,17.57,1.9,16.4,30.2
"599",34933,23,0,58.2,16.2,11.8,235.2,20.32,1.8,15.5,30.8
"600",34934,21.3,4.8,70.6,17.7,7.5,200,17.28,1.8,14.9,31.7
"601",34935,18.6,1.6,83.4,17.7,3.6,145.2,12.55,2,16.1,23.9
"602",34936,17.8,14.3,83.9,17,3.3,110.7,9.57,3.4,13.4,22.5
"603",34937,16.4,2.6,72.6,13.5,5.1,137.1,11.85,4.4,14.9,20.3
"604",34938,13.5,1.9,82.6,12.7,2.7,147.4,12.73,3.3,11.6,19.1
"605",34939,12.1,2,86.9,12.3,1.9,134,11.58,2.9,9.6,17.1
"606",34940,11.3,0.1,83.4,11.1,2.2,151.8,13.11,3.3,9.7,16.3
"607",34941,12.8,0.3,70.3,10.3,4.4,167.4,14.47,2.4,6.9,17.8
"608",34942,13.2,0,74.7,11.3,3.8,101.5,8.77,3.2,8.4,16.7
"609",34943,12.4,1.4,87,12.5,1.9,80.2,6.93,3.8,11.1,14.9
"610",34944,13,0,79.7,11.9,3,184.5,15.94,1.2,7.7,19.1
"611",34945,13.6,0.7,84.8,13.2,2.4,131.6,11.37,2.2,6.8,18.7
"612",34946,12.8,12,89.8,13.2,1.5,58.4,5.04,6,11.5,14.4
"613",34947,14.9,0,78.7,13.3,3.6,177.9,15.37,3.5,11.8,19.9
"614",34948,13.9,0,79.9,12.6,3.2,128.5,11.1,1.4,10.5,20.2
"615",34949,16.9,3.6,73.5,14.1,5.1,164.3,14.2,3.1,7.4,23.8
"616",34950,16.9,12.2,80.8,15.5,3.7,157.1,13.57,3.3,13.5,23.5
"617",34951,15.4,0.2,80.6,14,3.4,74.8,6.47,4.4,14.4,17.7
"618",34952,16.8,0,72.9,13.9,5.2,141.8,12.25,2.6,11.5,21.8
"619",34953,16.4,0.1,79.7,14.8,3.8,81.1,7.01,2.7,11.7,20.2
"620",34954,16,0.5,71.8,12.9,5.1,177.6,15.34,2,11.4,21.9
"621",34955,16.8,2.8,82.1,15.6,3.4,61.1,5.28,2.2,11.6,19.9
"622",34956,13.8,0.1,84.8,13.3,2.4,103.6,8.95,2.9,11.8,18.4
"623",34957,12.9,0,78.9,11.7,3.2,97.1,8.39,1,7.2,19.1
"624",34958,14.7,0,74.3,12.4,4.3,158.7,13.71,0.9,7.9,21.1
"625",34959,15.4,0,73.8,12.8,4.6,148.2,12.81,1.5,11.8,22.5
"626",34960,14.7,0,81.4,13.5,3.2,143.2,12.37,2.2,9.5,21.3
"627",34961,12.1,0,84,11.8,2.2,49.5,4.28,3.6,9.6,15.1
"628",34962,11.9,3.6,93.1,12.9,1,40.4,3.49,4.3,10.9,12.8
